Median End Value,Mean End Value,5th Percentile,95th Percentile,Initial Portfolio Value,Median CAGR,Mean CAGR,Median Annual Volatility,Probability Goal,Probability Bust,Probability CAGR ≥ 12.5%,Calibrated Real Drift (annual),Equity Valuation Scalar,Assumed Inflation (annual),Inflation Source,Target Expected Return,Target Annual Volatility,Target Sharpe
1662593.1316066992,2459685.4858166017,343679.82806426537,7179712.323000534,511989.15,0.12499998986452654,0.1277199302170196,0.3747057004951204,0.5,0.1,0.5,0.001479824975313941,1.0,0.0,Standardized inputs,0.115537997218359,0.2881824979978799,0.35197139980064024
