Median End Value,Mean End Value,5th Percentile,95th Percentile,Initial Portfolio Value,Median CAGR,Mean CAGR,Median Annual Volatility,Probability Goal,Probability Bust,Calibrated Real Drift (annual),Valuation Drift Scalar,Assumed Inflation (annual)
114265.10129113217,167171.54227009154,43838.20684570014,427198.78444122133,47227.81300354004,0.0923745599168404,0.10349945163993937,0.17336946265139447,0.844,0.042,0.049695307702231975,0.5067501227295041,0.0225
