0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
440.36550079684025,431.96296562229116,452.9212160028884,446.16056190607566,434.99813217676393,443.89613497778566,435.71300246556444,462.30764859969764,455.59453204866423,453.4451610915827,445.4609228672847,449.02000046374576,438.46000166718903,447.2926942488245,466.8121908547639,437.01579544089253,440.8604107926693,448.8838942269363,435.82598175597354,444.9756680226034,446.3615913754287,433.527501460377,457.9164881545686,447.29686915499724,433.9842180937435,463.3306773449301,439.9084075376482,433.3366292486391,453.53569692065685,433.4432033035056,436.17757031556215,454.19689526847753,458.0421967222436,441.93780985362065,439.66161793153213,450.701060447081,444.1990858956063,454.57046083338315,450.43252276193783,446.8288314303814,444.8091386720677,446.4565426515382,447.4704010302321,423.64724513985357,440.3730146765387,456.628634997068,448.63734074674466,422.48810592341727,452.43158758761166,461.3706236385257
448.1264942846475,442.8777230617938,446.1268178462469,437.35063748382834,432.6992801123746,423.6672791303334,434.7942277838197,460.79372966447016,440.13402901138994,452.92012783627354,457.17207742915275,455.84179288713136,457.6635948341373,457.6319573309751,457.9643142764552,434.4710515110137,453.1806300400549,455.4323182216468,434.94973326855546,451.36583829068053,455.0149929929247,442.9568128681344,452.19573276921403,452.6584720288968,428.19321831099705,467.4901734417706,435.1191315111263,451.1265152901236,455.9627143800742,422.9212967562254,430.7815391569768,470.5532328412212,460.43365837293516,463.4181719399473,434.918961631893,455.67043279609925,443.08268970808774,454.0167583499257,452.8294021817078,448.05610693134116,441.5349303110309,451.86746384128566,423.355808204546,428.7131544414212,423.43610463817504,450.621947490763,452.709297674292,444.1295237652117,454.13328258734106,463.43268791337266
437.20396264114356,437.9850034578938,446.6781367355287,436.5081556447937,433.6227592789255,413.75833201706655,444.70858645830623,456.3024143887854,418.7702417646962,445.77133674844714,448.21765620898753,475.18236289968945,471.5810514150375,448.8102574374396,460.63541694674495,443.7797244741799,460.92105305032254,449.5465644474697,441.47414500762204,468.0218168259911,454.62753248618634,451.0670272607132,441.9088997418645,446.17900716304,417.50284286865457,463.5067634898,431.16028504438356,461.6754031696714,450.0175564618811,420.51405145212016,443.0629035221018,468.00672515181833,454.1241097104817,458.13694750054634,449.945595509626,448.24134233594447,442.1674944487632,455.7236286052699,451.45608323800474,456.21356649805256,424.8185487922799,444.5718285574408,418.32244656913974,439.05730776457165,423.8070038765478,444.3161858982892,447.49170242944734,455.9923853726846,454.32640208774234,466.24713386689876
444.29553468195496,426.38325615352943,452.16003861565736,428.7960483096008,428.6238281849783,429.38978923859736,446.23845125400504,454.7300726688799,428.6684189774676,461.8982770790678,436.24822688943993,481.43459458031066,472.6263873540558,434.24714798044425,462.41726571882043,436.89716733551813,478.90236748003935,451.25348412511386,434.65372487558653,467.8369858043741,440.27972655540316,466.6037554472717,438.78422584860584,457.00682515739,414.0955869880862,457.95937869787804,414.43098201771545,475.5574035295884,468.3364611641173,422.18827135457053,442.70112669637547,488.1080787987593,458.34684496900536,452.96800882196493,438.474755543645,446.3076254621133,434.0725983821669,453.7645869813585,450.4701598671123,461.6603041027989,426.45906821563545,450.6860449038332,432.3972925324451,444.20499587408335,424.22073144864714,437.8095947982608,450.5478807237437,481.7551786593379,456.50637898411696,471.08670793871227
444.63305557129127,414.94622866646563,463.2592223509062,430.2060171858272,440.65244045158545,421.0078196197114,439.55047572147276,454.3949087995913,432.8466926420495,462.50671106483486,443.98973247275194,496.8036738237526,487.82549876452674,435.509946709762,444.62430876990595,434.26114844950274,470.51755680853813,463.5651400888163,435.58566331566954,469.69639284991837,443.2054533660003,480.6890295538932,445.7259475639863,454.42580458048656,413.9237458633465,460.4738050029525,406.7069307405868,458.84556190122527,471.2994950998434,428.7404443773263,431.74642991859065,478.16022440038006,452.93490770671747,454.36346229036224,447.0148272206454,448.41345129817455,451.7705710928409,456.8579437113302,434.95743505673784,469.3455045137462,417.9724469959197,464.965339463069,432.519117871329,448.14372594804036,442.0849885701118,446.81077121506513,446.75257392818924,480.06036024175,462.88475681718324,458.67107862727306
441.8907754686765,419.5878760194173,481.55343860619155,445.0826566523371,424.5897884354405,418.51167935408444,439.96394482289054,469.1368936806141,434.34988648970926,456.6745928280917,449.6684620327338,493.7676746652154,509.8381463177836,427.3734671655829,428.06246534451435,428.9736441463089,484.3099096324462,455.5084056660297,458.5835155482443,477.03438242714617,463.2881279104558,487.9163396787966,452.87999367162286,447.9533556864618,413.65274310383654,455.5460181910972,413.1241569918217,470.36856373557094,455.13287742326565,424.15182412059147,426.5867605931902,483.4793858815727,450.10802487507067,460.94238513131955,452.2192314417936,450.04738527968715,454.2698861163848,466.16865076941434,428.10535858820816,462.8554653614727,422.6468260497358,475.86184349652774,433.9607072745471,458.6141372588186,461.61278854838343,461.8120009947144,452.17786682002605,473.17711762696933,453.2773792713144,461.00670965036244
455.43502461464846,413.8306901305871,478.7382852689664,456.1353188714347,419.52231778647456,425.2960163691338,440.8071336094119,464.97954661579695,437.913186868346,447.3438755285681,433.18308102551646,464.2076458808878,508.06777834701717,432.1615996306958,422.2281944384699,419.1354511293325,485.6514218814807,447.650249660879,444.49485872219503,489.1379685075222,467.1326878236566,493.456303009413,449.1296089761324,446.01685034219196,417.48495789755566,455.404777110748,416.4582245658041,464.31476909421724,451.67739088433717,443.29580432185764,418.69988376621217,495.9790344447829,450.52059728846905,471.9295883030476,453.1132467344313,467.7318687548802,449.43410282761823,474.36085643286987,459.63830074631846,465.92454523807953,439.23354829762945,466.0142205141235,430.8900290495536,461.71424401016066,460.01768587123945,462.0750447918359,451.4177966372239,464.93018240104055,455.78016295612673,445.03756636480085
454.3556279873732,400.2180741037193,462.34773155898114,442.6794819385174,420.8684224130199,425.27087086099243,436.613535510162,446.4287132766059,427.227495014667,452.7326073113728,434.52807706582166,449.5564676263632,498.4980974293403,431.6951313816776,414.0719046534896,422.67698494460507,478.6488869030195,451.3792346158507,461.3111111051087,465.71880652266975,473.65226838962104,490.48403304746836,456.5807960901711,434.99989039640764,410.93104036722633,447.90506477683215,416.98612545695977,481.1440839206694,443.7118729954997,453.43870440908154,411.7225141424436,516.7214842720487,451.5629862951141,482.41827471654057,453.47956530210325,455.47714874949895,449.98434688535303,497.24076163530685,458.8757660957475,476.32663241734974,438.0327625344395,457.23175303268897,440.78042572933634,467.98294763816114,468.7703318987531,451.32984475451593,446.14442908630406,456.530157432934,476.14570829288846,435.5376901547407
440.8400304668148,395.2695270761208,470.1036401675004,440.09556771179837,427.0066646987316,408.8781119507248,441.5910275900262,453.37079985385304,423.55695678999103,457.4301188105636,428.9913581743308,439.6711987172196,487.6460143891744,437.00764382004814,409.5915219083758,432.17860498814105,483.25446153763266,455.43795781749196,451.7660649528059,493.8507602440833,472.8136546635405,498.15805410892193,450.1882139356835,444.4492035713984,418.94315974395266,443.57959546378237,425.4107356643561,477.2357726981078,447.25604622898766,447.6977117126875,402.4757282494414,511.2030347439097,445.94211582464123,483.56520644255784,453.23226631583645,450.3412572726929,448.8636127210565,489.8805139745974,455.5123829861773,482.2192869398638,434.41061488984957,454.4247886218529,448.88845457757844,478.68207428588926,484.1186129303304,447.3287532327327,454.82241779997713,449.77498503664646,482.2452415987933,425.63837919951374
440.9961275937224,383.0619195147797,467.1867477634391,434.81867880440916,422.042483473859,396.1792110362749,433.50860858289417,447.1075158170845,403.914996693704,460.8277337157021,443.88755497847535,445.34936921194105,502.0017813988725,442.83577893961694,412.0840300335431,428.97213677108317,469.0028882349173,467.5175080843834,449.82981296143123,494.97868140188285,472.3685255688878,502.83140560854275,449.55495076573794,452.88782910385976,438.96879878457156,444.39185232187407,440.0171847761014,465.11016195196225,453.6873589718998,445.11982816081303,399.45436281566947,522.5520069462586,460.7825092522961,504.64933803523473,464.2262750160805,437.3634018484906,445.7072622524771,485.4964803427959,438.3480986174319,485.93016465430804,440.43986238404517,450.9754173043388,432.0898543506171,499.73599120558066,504.0240831709435,446.42573632487404,458.43728028979416,449.8041812853253,494.40640054619666,405.7000614695847
